Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Automated Manual,Automatic,Automatic with Select Shift,Continuously Variable,Manual,Diesel,Ethanol(E85),Premium Gasoline,Regular Gasoline
5.0,8,22.1,16.7,14,315,0,1,0,0,0,0,1,0,0
5.0,8,16.4,12.3,19,336,0,0,1,0,0,0,0,0,1
5.0,8,22.1,16.7,14,315,0,0,1,0,0,0,1,0,0
3.7,6,15.0,11.4,21,308,0,1,0,0,0,0,0,0,1
3.7,6,20.2,15.3,16,288,0,1,0,0,0,0,1,0,0
3.7,6,15.0,11.4,21,308,0,0,1,0,0,0,0,0,1
3.7,6,20.2,15.3,16,288,0,0,1,0,0,0,1,0,0
5.0,8,16.8,12.6,19,343,0,1,0,0,0,0,0,0,1
5.0,8,22.4,17.0,14,320,0,1,0,0,0,0,1,0,0
5.0,8,16.7,12.5,19,340,0,0,1,0,0,0,0,0,1
5.0,8,22.4,16.9,14,318,0,0,1,0,0,0,1,0,0
6.2,8,20.4,15.0,16,414,0,0,1,0,0,0,0,0,1
1.6,4,8.5,6.5,37,175,0,0,1,0,0,0,0,0,1
1.6,4,8.6,6.4,37,175,0,0,0,0,1,0,0,0,1
1.0,4,7.5,5.5,43,152,0,0,0,0,1,0,0,0,1
1.6,4,8.0,5.8,40,161,0,0,1,0,0,0,0,0,1
1.6,4,8.9,6.8,35,184,0,0,0,0,1,0,0,0,1
3.5,6,13.2,9.4,25,264,0,0,1,0,0,0,0,0,1
3.5,6,13.7,10.2,23,278,0,0,1,0,0,0,0,0,1
3.5,6,14.8,10.4,22,294,0,0,1,0,0,0,0,0,1
2.0,4,10.2,7.4,32,205,0,0,0,0,1,0,0,0,1
2.0,4,8.8,6.4,37,177,0,1,0,0,0,0,0,0,1
2.0,4,11.7,8.5,27,165,0,1,0,0,0,0,1,0,0
2.0,4,8.9,6.4,36,179,0,0,1,0,0,0,0,0,1
2.0,4,11.7,8.5,27,165,0,0,1,0,0,0,1,0,0
2.0,4,9.1,6.6,35,184,0,0,0,0,1,0,0,0,1
2.0,4,11.9,8.9,27,170,0,0,0,0,1,0,1,0,0
2.0,4,8.4,5.8,39,166,0,1,0,0,0,0,0,0,1
2.0,4,11.6,8.3,28,162,0,1,0,0,0,0,1,0,0
1.5,4,10.1,6.6,33,196,0,0,1,0,0,0,0,0,1
1.6,4,9.4,6.4,35,186,0,0,0,0,1,0,0,0,1
2.0,4,10.5,7.1,31,207,0,0,1,0,0,0,0,0,1
2.5,4,10.5,7.0,32,205,0,0,1,0,0,0,0,0,1
1.5,4,9.5,6.3,35,186,0,0,1,0,0,0,0,0,1
2.0,4,10.9,7.5,30,216,0,0,1,0,0,0,0,0,1
2.0,4,5.3,5.7,51,126,0,0,0,1,0,0,0,0,1
3.7,6,12.1,7.8,28,235,0,1,0,0,0,0,0,0,1
3.7,6,12.7,8.1,27,244,0,0,0,0,1,0,0,0,1
5.0,8,13.3,9.3,25,264,0,1,0,0,0,0,0,0,1
5.0,8,15.4,9.4,22,292,0,0,0,0,1,0,0,0,1
5.8,8,15.9,9.9,21,304,0,0,0,0,1,0,0,1,0
3.7,6,12.5,8.2,27,244,0,1,0,0,0,0,0,0,1
2.0,4,10.5,7.3,31,209,0,0,1,0,0,0,0,0,1
3.5,6,13.7,9.4,24,271,0,0,1,0,0,0,0,0,1
3.5,6,12.1,8.1,27,237,0,0,1,0,0,0,0,0,1
3.5,6,17.0,11.1,20,229,0,0,1,0,0,0,1,0,0
3.5,6,13.0,9.1,25,258,0,0,1,0,0,0,0,0,1
3.5,6,18.4,12.5,18,251,0,0,1,0,0,0,1,0,0
1.6,4,10.8,8.0,30,218,0,0,1,0,0,0,0,0,1
2.5,4,11.3,8.2,29,228,0,0,1,0,0,0,0,0,1
1.6,4,11.5,8.3,28,232,0,0,1,0,0,0,0,0,1
2.5,4,11.9,8.5,27,239,0,0,1,0,0,0,0,0,1
3.6,6,14.3,9.9,23,283,0,1,0,0,0,0,0,0,1
3.6,6,14.9,10.4,22,297,0,1,0,0,0,0,0,0,1
4.3,6,17.1,12.7,19,347,0,1,0,0,0,0,0,0,1
5.3,8,18.0,13.4,18,366,0,1,0,0,0,0,0,0,1
5.3,8,23.5,17.7,14,334,0,1,0,0,0,0,1,0,0
5.3,8,18.3,14.2,17,380,0,1,0,0,0,0,0,0,1
5.3,8,23.7,18.8,13,344,0,1,0,0,0,0,1,0,0
5.3,8,18.6,13.9,17,380,0,1,0,0,0,0,0,0,1
5.3,8,23.9,18.5,13,344,0,1,0,0,0,0,1,0,0
5.3,8,18.3,14.2,17,380,0,1,0,0,0,0,0,0,1
5.3,8,25.3,19.3,12,362,0,1,0,0,0,0,1,0,0
5.3,8,18.6,13.9,17,380,0,1,0,0,0,0,0,0,1
5.3,8,23.9,18.5,13,344,0,1,0,0,0,0,1,0,0
5.3,8,18.3,14.2,17,380,0,1,0,0,0,0,0,0,1
5.3,8,25.3,19.3,12,362,0,1,0,0,0,0,1,0,0
4.8,8,21.1,14.2,16,414,0,1,0,0,0,0,0,0,1
6.0,8,21.9,15.0,15,432,0,1,0,0,0,0,0,0,1
6.0,8,30.0,20.4,11,411,0,1,0,0,0,0,1,0,0
4.8,8,21.3,14.3,16,419,0,1,0,0,0,0,0,0,1
6.0,8,22.1,15.0,15,435,0,1,0,0,0,0,0,0,1
6.0,8,30.2,20.5,11,413,0,1,0,0,0,0,1,0,0
4.3,6,13.4,9.9,24,271,0,1,0,0,0,0,0,0,1
4.3,6,18.9,14.2,17,269,0,1,0,0,0,0,1,0,0
5.3,8,14.6,10.3,22,292,0,1,0,0,0,0,0,0,1
5.3,8,19.5,13.7,17,270,0,1,0,0,0,0,1,0,0
6.2,8,16.3,11.4,20,324,0,1,0,0,0,0,0,1,0
4.3,6,14.2,10.6,22,290,0,1,0,0,0,0,0,0,1
4.3,6,20.0,15.1,16,285,0,1,0,0,0,0,1,0,0
5.3,8,14.9,10.6,22,299,0,1,0,0,0,0,0,0,1
5.3,8,19.9,14.2,16,277,0,1,0,0,0,0,1,0,0
6.2,8,16.4,11.7,20,329,0,1,0,0,0,0,0,1,0
2.4,4,10.5,7.3,31,209,0,1,0,0,0,0,0,0,1
3.6,6,13.9,9.6,24,276,0,1,0,0,0,0,0,0,1
3.6,6,18.8,13.1,17,259,0,1,0,0,0,0,1,0,0
2.4,4,11.5,8.2,28,230,0,1,0,0,0,0,0,0,1
3.6,6,14.8,9.9,22,290,0,1,0,0,0,0,0,0,1
3.6,6,19.8,13.6,17,272,0,1,0,0,0,0,1,0,0
5.3,8,16.0,11.1,20,317,0,1,0,0,0,0,0,0,1
5.3,8,21.5,14.6,15,294,0,1,0,0,0,0,1,0,0
5.3,8,16.0,11.1,20,317,0,1,0,0,0,0,0,0,1
5.3,8,21.5,14.6,15,294,0,1,0,0,0,0,1,0,0
6.2,8,17.0,11.8,19,338,0,1,0,0,0,0,0,1,0
6.2,8,23.3,16.1,14,322,0,1,0,0,0,0,1,0,0
6.2,8,18.8,13.4,17,377,0,1,0,0,0,0,0,1,0
6.2,8,25.7,17.8,13,354,0,1,0,0,0,0,1,0,0
5.3,8,16.0,11.1,20,317,0,1,0,0,0,0,0,0,1
5.3,8,21.5,14.6,15,294,0,1,0,0,0,0,1,0,0
5.3,8,16.0,11.1,20,317,0,1,0,0,0,0,0,0,1
5.3,8,21.5,14.6,15,294,0,1,0,0,0,0,1,0,0
2.4,4,9.0,6.6,36,182,0,0,0,1,0,0,0,0,1
2.4,4,9.1,6.9,35,186,0,0,0,1,0,0,0,0,1
2.4,4,10.1,6.9,32,200,0,0,0,0,1,0,0,0,1
3.5,6,11.0,6.8,31,209,0,1,0,0,0,0,0,0,1
3.5,6,11.4,7.3,29,221,0,0,1,0,0,0,0,0,1
3.5,6,13.0,8.4,26,251,0,0,0,0,1,0,0,0,1
2.0,4,4.7,4.9,59,110,0,0,0,1,0,0,0,0,1
1.8,4,7.9,6.0,40,161,0,0,0,1,0,0,0,0,1
1.8,4,8.1,6.2,39,166,0,0,0,1,0,0,0,0,1
1.8,4,8.5,6.6,37,175,0,0,0,0,1,0,0,0,1
3.5,6,12.5,8.5,26,246,0,1,0,0,0,0,0,0,1
2.4,4,10.3,7.6,31,209,0,1,0,0,0,0,0,0,1
2.4,4,10.6,7.9,30,216,0,1,0,0,0,0,0,0,1
1.5,4,6.6,6.0,45,145,0,0,0,1,0,0,0,0,1
1.5,4,7.6,6.1,41,159,0,0,0,0,1,0,0,0,1
1.5,4,8.3,6.5,38,172,0,1,0,0,0,0,0,0,1
1.5,4,8.3,6.9,37,177,0,0,0,0,1,0,0,0,1
3.5,6,12.3,8.5,27,244,0,1,0,0,0,0,0,0,1
3.5,6,13.3,9.3,25,265,0,1,0,0,0,0,0,0,1
3.5,6,13.9,9.7,24,276,0,1,0,0,0,0,0,0,1
3.5,6,15.2,11.3,21,308,0,1,0,0,0,0,0,0,1
1.6,4,8.8,6.3,37,177,0,1,0,0,0,0,0,0,1
1.6,4,8.7,6.4,37,177,0,0,0,0,1,0,0,0,1
2.0,4,9.8,7.2,33,198,0,1,0,0,0,0,0,0,1
2.0,4,9.8,7.0,33,196,0,0,0,0,1,0,0,0,1
5.0,8,15.7,10.2,21,304,0,1,0,0,0,0,0,1,0
3.8,6,13.0,8.7,25,255,0,1,0,0,0,0,0,0,1
3.3,6,13.0,9.1,25,258,0,1,0,0,0,0,0,0,1
3.3,6,13.3,9.5,24,267,0,1,0,0,0,0,0,0,1
2.4,4,11.6,8.7,27,237,0,1,0,0,0,0,0,0,1
2.0,4,12.9,9.7,25,264,0,1,0,0,0,0,0,0,1
2.4,4,12.5,9.4,25,255,0,1,0,0,0,0,0,0,1
2.0,4,11.4,7.5,29,221,0,1,0,0,0,0,0,0,1
2.4,4,9.8,7.0,33,196,0,1,0,0,0,0,0,0,1
2.4,4,6.5,5.9,46,143,0,0,1,0,0,0,0,0,1
2.4,4,6.6,5.9,45,145,0,0,1,0,0,0,0,0,1
2.0,4,10.2,8.2,30,214,0,1,0,0,0,0,0,0,1
2.0,4,11.4,8.6,28,232,0,0,0,0,1,0,0,0,1
2.4,4,11.3,8.3,28,230,0,1,0,0,0,0,0,0,1
2.0,4,11.4,9.3,27,242,0,1,0,0,0,0,0,0,1
2.4,4,11.6,9.3,27,244,0,1,0,0,0,0,0,0,1
1.6,4,8.6,6.6,37,177,1,0,0,0,0,0,0,0,1
1.6,4,9.1,6.7,35,184,0,0,0,0,1,0,0,0,1
1.6,4,9.9,7.5,32,202,0,1,0,0,0,0,0,0,1
1.6,4,9.7,7.1,33,196,0,0,0,0,1,0,0,0,1
3.7,6,12.0,8.0,28,235,0,0,1,0,0,0,0,1,0
3.7,6,12.6,8.7,26,248,0,0,1,0,0,0,0,1,0
3.5,6,8.2,6.7,38,172,0,0,1,0,0,0,0,1,0
3.5,6,8.7,7.5,34,189,0,0,1,0,0,0,0,1,0
3.7,6,13.3,9.4,25,265,0,0,1,0,0,0,0,1,0
3.7,6,13.6,9.3,24,269,0,0,1,0,0,0,0,1,0
3.7,6,14.3,9.8,23,283,0,0,0,0,1,0,0,1,0
3.7,6,12.9,8.9,25,255,0,0,1,0,0,0,0,1,0
3.7,6,13.5,9.3,24,267,0,0,0,0,1,0,0,1,0
3.7,6,12.8,8.9,26,253,0,0,1,0,0,0,0,1,0
5.6,8,14.5,9.5,23,283,0,0,1,0,0,0,0,1,0
3.7,6,13.2,9.6,24,267,0,0,1,0,0,0,0,1,0
5.6,8,15.0,10.2,22,294,0,0,1,0,0,0,0,1,0
3.5,6,8.0,7.0,37,175,0,0,1,0,0,0,0,1,0
3.7,6,13.6,9.6,24,271,0,0,1,0,0,0,0,1,0
3.5,6,11.9,9.0,27,244,0,0,0,1,0,0,0,1,0
3.5,6,12.3,9.3,26,253,0,0,0,1,0,0,0,1,0
2.5,4,8.8,8.2,33,196,0,0,0,1,0,0,0,0,1
3.7,6,14.5,10.7,22,294,0,0,1,0,0,0,0,1,0
5.0,8,16.6,11.9,19,334,0,0,1,0,0,0,0,1,0
5.6,8,17.4,12.1,19,345,0,0,1,0,0,0,0,1,0
3.0,6,11.8,8.4,27,237,0,0,1,0,0,0,0,1,0
3.0,6,12.2,8.7,27,244,0,0,1,0,0,0,0,1,0
5.0,8,15.0,10.2,22,294,0,0,1,0,0,0,0,1,0
2.0,4,12.3,8.2,27,242,0,0,1,0,0,0,0,1,0
3.0,6,14.7,9.1,23,281,0,0,1,0,0,0,0,1,0
5.0,8,15.7,10.3,21,306,0,0,1,0,0,0,0,1,0
5.0,8,21.3,14.1,16,290,0,0,1,0,0,0,1,0,0
5.0,8,15.7,10.3,21,306,0,0,1,0,0,0,0,1,0
3.0,6,14.6,9.6,23,285,0,0,1,0,0,0,0,1,0
5.0,8,15.8,10.2,21,306,0,0,1,0,0,0,0,1,0
5.0,8,20.6,13.6,16,280,0,0,1,0,0,0,1,0,0
3.0,6,14.7,9.6,23,285,0,0,1,0,0,0,0,1,0
5.0,8,15.8,10.2,21,306,0,0,1,0,0,0,0,1,0
5.0,8,20.6,13.6,16,280,0,0,1,0,0,0,1,0,0
5.0,8,15.8,10.2,21,306,0,0,1,0,0,0,0,1,0
5.0,8,15.8,10.2,21,306,0,0,1,0,0,0,0,1,0
5.0,8,15.1,10.6,22,301,0,0,1,0,0,0,0,1,0
5.0,8,14.8,9.9,22,290,0,0,1,0,0,0,0,1,0
5.0,8,15.9,10.9,21,315,0,0,1,0,0,0,0,1,0
5.0,8,15.6,10.9,21,310,0,0,1,0,0,0,0,1,0
5.0,8,15.9,10.9,21,315,0,0,1,0,0,0,0,1,0
5.0,8,15.6,10.9,21,310,0,0,1,0,0,0,0,1,0
2.4,4,10.9,7.7,30,218,0,1,0,0,0,0,0,0,1
3.2,6,12.3,8.3,27,242,0,1,0,0,0,0,0,0,1
2.4,4,11.3,8.3,28,230,0,1,0,0,0,0,0,0,1
3.2,6,12.5,8.8,26,248,0,1,0,0,0,0,0,0,1
2.4,4,11.4,8.6,28,232,0,1,0,0,0,0,0,0,1
3.2,6,12.5,9.1,26,253,0,1,0,0,0,0,0,0,1
2.4,4,12.1,9.4,26,251,0,1,0,0,0,0,0,0,1
3.2,6,13.4,9.5,24,267,0,1,0,0,0,0,0,0,1
2.0,4,10.7,8.8,29,228,0,0,0,1,0,0,0,0,1
2.0,4,11.1,8.3,29,225,0,1,0,0,0,0,0,0,1
2.0,4,10.2,7.8,31,209,0,0,0,0,1,0,0,0,1
2.4,4,11.1,8.3,29,225,0,1,0,0,0,0,0,0,1
2.4,4,10.3,8.3,30,216,0,0,0,0,1,0,0,0,1
2.4,4,11.4,8.7,28,235,0,1,0,0,0,0,0,0,1
2.4,4,10.3,8.4,30,216,0,0,0,0,1,0,0,0,1
2.4,4,11.7,10.3,25,255,0,0,0,1,0,0,0,0,1
5.7,8,17.3,11.7,19,340,0,1,0,0,0,0,0,0,1
3.0,6,11.2,8.4,29,267,0,1,0,0,0,1,0,0,0
3.6,6,13.9,9.8,23,278,0,1,0,0,0,0,0,0,1
3.6,6,17.7,13.0,18,250,0,1,0,0,0,0,1,0,0
6.4,8,18.5,12.6,18,363,0,1,0,0,0,0,0,1,0
2.0,4,10.7,8.8,29,228,0,0,0,1,0,0,0,0,1
2.0,4,11.1,8.3,29,225,0,1,0,0,0,0,0,0,1
2.0,4,10.2,7.8,31,209,0,0,0,0,1,0,0,0,1
2.4,4,11.1,8.3,29,225,0,1,0,0,0,0,0,0,1
2.4,4,10.3,8.3,30,216,0,0,0,0,1,0,0,0,1
2.4,4,11.4,8.7,28,235,0,1,0,0,0,0,0,0,1
2.4,4,10.3,8.4,30,216,0,0,0,0,1,0,0,0,1
2.4,4,11.7,10.3,25,255,0,0,0,1,0,0,0,0,1
3.6,6,14.1,11.1,22,294,0,1,0,0,0,0,0,0,1
3.6,6,14.2,11.0,22,294,0,0,0,0,1,0,0,0,1
3.6,6,14.8,11.7,21,308,0,1,0,0,0,0,0,0,1
3.6,6,15.0,11.4,21,308,0,0,0,0,1,0,0,0,1
3.3,6,12.7,8.8,26,251,0,1,0,0,0,0,0,0,1
1.8,4,9.6,6.6,34,191,0,1,0,0,0,0,0,0,1
1.8,4,9.3,6.4,35,184,0,0,0,0,1,0,0,0,1
2.0,4,9.8,6.6,34,193,0,1,0,0,0,0,0,0,1
2.0,4,9.7,6.8,34,193,0,0,0,0,1,0,0,0,1
1.6,4,11.1,8.0,29,223,0,1,0,0,0,0,0,0,1
1.6,4,11.1,8.2,29,225,0,0,0,0,1,0,0,0,1
2.0,4,9.7,6.8,34,193,0,1,0,0,0,0,0,0,1
2.0,4,9.8,7.0,33,196,0,0,0,0,1,0,0,0,1
1.6,4,10.6,7.9,30,216,0,1,0,0,0,0,0,0,1
1.6,4,10.8,8.1,29,221,0,0,0,0,1,0,0,0,1
2.0,4,9.6,7.0,34,193,0,1,0,0,0,0,0,0,1
2.0,4,9.8,7.2,33,198,0,0,0,0,1,0,0,0,1
2.0,4,11.7,7.6,29,228,0,1,0,0,0,0,0,0,1
2.4,4,10.2,6.8,32,200,0,1,0,0,0,0,0,0,1
2.4,4,6.5,5.9,46,143,0,0,1,0,0,0,0,0,1
2.4,4,6.7,6.0,44,147,0,0,1,0,0,0,0,0,1
1.6,4,8.7,6.3,37,175,0,1,0,0,0,0,0,0,1
1.6,4,8.7,6.4,37,177,0,0,0,0,1,0,0,0,1
1.6,4,8.5,6.4,37,175,0,1,0,0,0,0,0,0,1
2.0,4,10.5,7.5,31,212,0,1,0,0,0,0,0,0,1
2.0,4,10.8,7.4,30,214,0,0,0,0,1,0,0,0,1
3.5,6,13.7,9.9,24,276,0,1,0,0,0,0,0,0,1
2.4,4,11.8,8.5,27,237,0,1,0,0,0,0,0,0,1
3.3,6,12.9,9.5,25,262,0,1,0,0,0,0,0,0,1
2.4,4,12.3,9.3,26,253,0,1,0,0,0,0,0,0,1
3.3,6,13.4,9.9,24,271,0,1,0,0,0,0,0,0,1
1.6,4,9.8,7.9,32,205,0,1,0,0,0,0,0,0,1
1.6,4,9.9,7.8,31,207,0,0,0,0,1,0,0,0,1
2.0,4,10.1,7.8,31,209,0,1,0,0,0,0,0,0,1
2.0,4,9.7,7.8,32,202,0,1,0,0,0,0,0,0,1
2.4,4,11.4,8.3,28,230,0,1,0,0,0,0,0,0,1
2.4,4,12.9,9.3,25,260,0,0,0,0,1,0,0,0,1
2.0,4,12.7,9.7,25,262,0,1,0,0,0,0,0,0,1
2.4,4,12.0,9.1,26,246,0,1,0,0,0,0,0,0,1
6.5,12,22.8,12.9,15,421,0,1,0,0,0,0,0,1,0
5.2,10,18.0,12.8,18,361,0,1,0,0,0,0,0,1,0
5.2,10,20.6,13.5,16,400,0,0,0,0,1,0,0,1,0
2.0,4,13.5,9.9,24,274,0,0,1,0,0,0,0,1,0
3.0,6,16.3,12.4,19,334,0,0,1,0,0,0,0,1,0
2.0,4,11.3,7.9,29,225,0,0,1,0,0,0,0,1,0
2.0,4,11.3,7.9,29,225,0,0,1,0,0,0,0,1,0
5.0,8,18.0,12.2,18,354,0,0,1,0,0,0,0,1,0
5.0,8,17.2,12.5,19,347,0,0,1,0,0,0,0,1,0
5.0,8,25.0,16.9,13,342,0,0,1,0,0,0,1,0,0
3.0,6,14.2,10.2,23,285,0,0,1,0,0,0,0,1,0
3.0,6,14.2,10.2,23,285,0,0,1,0,0,0,0,1,0
3.0,6,19.4,14.9,16,278,0,0,1,0,0,0,1,0,0
5.0,8,17.3,12.2,19,345,0,0,1,0,0,0,0,1,0
5.0,8,16.6,12.3,19,338,0,0,1,0,0,0,0,1,0
5.0,8,24.0,16.6,14,331,0,0,1,0,0,0,1,0,0
3.0,6,14.1,10.1,23,283,0,0,1,0,0,0,0,1,0
3.0,6,14.1,10.1,23,283,0,0,1,0,0,0,0,1,0
3.0,6,19.4,14.8,16,277,0,0,1,0,0,0,1,0,0
5.0,8,18.0,12.2,18,354,0,0,1,0,0,0,0,1,0
5.0,8,17.2,12.5,19,347,0,0,1,0,0,0,0,1,0
5.0,8,25.0,16.9,13,342,0,0,1,0,0,0,1,0,0
1.8,4,5.5,5.8,50,129,0,0,0,1,0,0,0,0,1
2.5,4,5.8,6.2,47,138,0,0,0,1,0,0,0,0,1
3.5,6,11.3,7.6,29,221,0,0,1,0,0,0,0,0,1
3.5,6,12.1,8.3,27,239,0,0,1,0,0,0,0,1,0
3.5,6,12.5,9.1,26,253,0,0,1,0,0,0,0,1,0
3.5,6,7.7,7.4,37,175,0,0,0,1,0,0,0,1,0
4.6,8,15.7,11.8,20,320,0,0,1,0,0,0,0,1,0
2.5,6,11.2,7.8,29,223,0,0,1,0,0,0,0,1,0
2.5,6,11.8,8.7,27,239,0,0,1,0,0,0,0,1,0
2.5,6,11.2,7.8,29,223,0,0,1,0,0,0,0,1,0
3.5,6,12.2,8.7,27,244,0,0,1,0,0,0,0,1,0
3.5,6,12.5,9.1,26,253,0,0,1,0,0,0,0,1,0
3.5,6,12.1,8.7,27,244,0,0,1,0,0,0,0,1,0
5.0,8,14.6,10.1,22,290,0,0,1,0,0,0,0,1,0
4.6,8,14.5,9.6,23,283,0,0,1,0,0,0,0,1,0
4.6,8,15.1,10.3,22,297,0,0,1,0,0,0,0,1,0
4.6,8,15.1,10.3,22,297,0,0,1,0,0,0,0,1,0
5.0,8,12.0,10.7,25,262,0,0,0,1,0,0,0,1,0
5.7,8,18.8,13.6,17,380,0,0,1,0,0,0,0,1,0
3.5,6,13.3,9.8,24,269,0,0,1,0,0,0,0,0,1
3.5,6,12.7,9.1,25,255,0,0,1,0,0,0,0,0,1
3.5,6,7.9,8.6,34,189,0,0,0,1,0,0,0,1,0
3.5,6,13.7,9.4,24,271,0,0,1,0,0,0,0,0,1
3.7,6,13.1,9.0,25,260,0,0,1,0,0,0,0,0,1
3.5,6,14.8,10.4,22,294,0,0,1,0,0,0,0,0,1
2.0,4,11.5,8.5,28,235,0,0,1,0,0,0,0,0,1
3.7,6,14.0,9.9,23,281,0,1,0,0,0,0,0,0,1
3.7,6,13.7,10.4,23,281,0,0,1,0,0,0,0,0,1
2.0,4,10.5,7.1,31,207,0,0,1,0,0,0,0,0,1
3.7,6,13.1,9.3,25,262,0,0,1,0,0,0,0,0,1
2.0,4,6.2,6.4,45,145,0,0,0,1,0,0,0,0,1
5.4,8,18.2,13.3,18,368,0,1,0,0,0,0,0,0,1
5.4,8,24.5,18.0,13,346,0,1,0,0,0,0,1,0,0
3.0,6,15.2,9.6,22,292,0,0,1,0,0,0,0,1,0
3.0,6,15.2,9.6,22,292,0,0,1,0,0,0,0,1,0
4.7,8,18.2,11.4,19,347,0,0,1,0,0,0,0,1,0
4.7,8,18.2,11.7,18,352,0,0,1,0,0,0,0,1,0
3.8,8,17.6,10.7,19,334,0,0,1,0,0,0,0,1,0
3.0,6,15.9,9.7,22,301,0,0,1,0,0,0,0,1,0
2.0,4,8.9,7.3,34,189,0,0,1,0,0,0,0,0,1
2.0,4,9.0,6.8,35,184,0,0,0,0,1,0,0,0,1
2.5,4,9.6,7.4,33,198,0,0,1,0,0,0,0,0,1
2.0,4,9.3,7.6,33,196,0,0,1,0,0,0,0,0,1
2.5,4,9.8,7.9,32,205,0,0,1,0,0,0,0,0,1
3.7,6,14.2,10.0,23,283,0,0,1,0,0,0,0,0,1
3.7,6,14.3,10.6,22,290,0,0,1,0,0,0,0,0,1
1.5,4,8.4,6.9,37,177,0,1,0,0,0,0,0,0,1
1.5,4,8.0,6.7,38,170,0,0,0,0,1,0,0,0,1
2.0,4,7.9,5.7,41,159,0,0,1,0,0,0,0,0,1
2.0,4,8.0,5.8,40,161,0,0,0,0,1,0,0,0,1
2.5,4,8.4,6.1,38,170,0,0,1,0,0,0,0,0,1
2.5,4,8.3,6.1,39,168,0,0,1,0,0,0,0,0,1
2.0,4,8.0,5.8,40,161,0,0,0,0,1,0,0,0,1
2.0,4,8.0,5.9,40,163,0,0,1,0,0,0,0,0,1
2.0,4,8.2,5.9,39,166,0,0,0,0,1,0,0,0,1
2.5,4,8.7,6.5,37,177,0,0,1,0,0,0,0,0,1
2.5,4,8.2,6.1,39,168,0,0,1,0,0,0,0,0,1
2.0,4,8.2,5.9,39,166,0,0,0,0,1,0,0,0,1
2.5,4,10.8,8.4,29,223,0,0,1,0,0,0,0,0,1
2.5,4,11.1,8.3,29,225,0,0,0,0,1,0,0,0,1
2.5,4,8.8,6.2,37,175,0,0,1,0,0,0,0,0,1
2.5,4,9.4,6.4,35,186,0,0,0,0,1,0,0,0,1
2.5,4,8.4,5.9,39,168,0,0,1,0,0,0,0,0,1
2.0,4,11.5,8.5,28,235,0,0,1,0,0,0,0,1,0
2.0,4,10.5,8.5,29,221,0,0,0,0,1,0,0,1,0
2.0,4,11.1,8.4,29,228,0,0,0,0,1,0,0,1,0
2.0,4,9.2,6.6,35,184,0,0,1,0,0,0,0,1,0
1.8,4,10.9,7.5,30,216,0,0,1,0,0,0,0,1,0
1.8,4,11.0,7.4,30,216,0,0,1,0,0,0,0,1,0
3.5,6,12.2,8.5,27,242,0,0,1,0,0,0,0,1,0
3.5,6,16.4,11.1,20,224,0,0,1,0,0,0,1,0,0
3.5,6,12.0,8.6,27,242,0,0,1,0,0,0,0,1,0
3.5,6,11.9,8.6,27,239,0,0,1,0,0,0,0,1,0
3.5,6,12.1,8.7,27,244,0,0,1,0,0,0,0,1,0
3.5,6,12.1,8.6,27,242,0,0,1,0,0,0,0,1,0
6.2,8,17.7,11.9,19,347,0,0,1,0,0,0,0,1,0
6.2,8,17.9,12.2,18,352,0,0,1,0,0,0,0,1,0
4.7,8,15.4,10.4,21,304,0,0,1,0,0,0,0,1,0
5.5,8,15.4,11.0,21,308,0,0,1,0,0,0,0,1,0
2.0,4,9.1,6.2,36,179,0,0,1,0,0,0,0,1,0
2.0,4,10.3,7.8,31,212,0,0,1,0,0,0,0,1,0
4.7,8,13.3,9.4,25,264,0,0,1,0,0,0,0,1,0
5.5,8,15.1,10.7,22,301,0,0,1,0,0,0,0,1,0
5.5,8,15.1,10.7,22,301,0,0,1,0,0,0,0,1,0
2.1,4,8.5,5.7,39,194,0,0,1,0,0,1,0,0,0
3.5,6,11.8,8.2,28,235,0,0,1,0,0,0,0,1,0
3.5,6,11.6,8.1,28,230,0,0,1,0,0,0,0,1,0
3.5,6,11.9,8.5,27,239,0,0,1,0,0,0,0,1,0
3.5,6,12.1,8.6,27,242,0,0,1,0,0,0,0,1,0
3.5,6,12.0,8.5,27,239,0,0,1,0,0,0,0,1,0
3.5,6,11.9,8.2,28,235,0,0,1,0,0,0,0,1,0
3.5,6,9.6,7.9,32,202,0,0,1,0,0,0,0,1,0
4.7,8,13.6,9.1,24,267,0,0,1,0,0,0,0,1,0
4.7,8,13.7,9.3,24,269,0,0,1,0,0,0,0,1,0
4.7,8,13.4,8.9,25,262,0,0,1,0,0,0,0,1,0
5.5,8,15.0,10.3,22,297,0,0,1,0,0,0,0,1,0
5.5,8,15.5,11.0,21,310,0,0,1,0,0,0,0,1,0
5.5,8,15.0,10.3,22,297,0,0,1,0,0,0,0,1,0
5.5,8,15.5,11.0,21,310,0,0,1,0,0,0,0,1,0
5.5,8,20.0,15.9,16,419,0,0,1,0,0,0,0,1,0
5.5,8,19.4,15.7,16,407,0,0,1,0,0,0,0,1,0
3.0,6,13.4,10.2,24,324,0,0,1,0,0,1,0,0,0
4.7,8,17.1,12.8,19,350,0,0,1,0,0,0,0,1,0
4.7,8,17.6,13.1,18,359,0,0,1,0,0,0,0,1,0
5.5,8,17.7,13.4,18,363,0,0,1,0,0,0,0,1,0
